xã	24033	3.316117331
định	24010	3.316533157
cuối	23979	3.31709425
phát	23918	3.318200456
quản lý	23637	3.323332962
trí	23587	3.32425261
phút	23584	3.324307851
vốn	23422	3.327301341
hướng dẫn	23285	3.329849075
tín hiệu	23171	3.33198054
chống	23053	3.334197867
khách	23027	3.334687956
nguồn	23019	3.334838865
trở	22975	3.335669797
phương	22942	3.336294042
tham gia	22935	3.336426573
lao động	22867	3.337716126
xa	22843	3.338172178
xuân	22823	3.338552587
thị trường	22713	3.340650817
chúng ta	22703	3.340842068
công tác	22665	3.341569594
mở	22564	3.343509226
liên hệ	22550	3.343778771
trường hợp	22542	3.343932872
cười	22531	3.34414485
hiểu	22515	3.344453366
chuyển	22512	3.344511237
nhân	22463	3.34545756
thái	22411	3.346464082
càng	22401	3.346657911
ít	22335	3.347939361
gọi	22294	3.348737321
lắm	22220	3.350181263
tìm kiếm	22207	3.350435425
vòng	22199	3.350591906
như vậy	22150	3.351551587
đạt	22099	3.352552696
dự án	22082	3.352886912
bắt	22076	3.353004932
sân	21993	3.354640843
trung tâm	21942	3.355649107
kỹ thuật	21922	3.356045144
làm việc	21840	3.357672683
khó	21762	3.359226511
đời	21698	3.360505613
khu vực	21680	3.36086604
khá	21642	3.361627925
tiếp	21640	3.361668061
người ta	21628	3.361908957
cọc	21609	3.362290648
chất lượng	21592	3.362632446
đọc	21515	3.364183967
bảng	21478	3.364931479
chiều	21420	3.366105851
bởi	21228	3.370016238
cán bộ	21217	3.370241341
cầu thủ	21217	3.370241341
đẹp	21079	3.373075314
viên	21038	3.373920867
chung	20998	3.374747386
sản phẩm	20993	3.374850812
luôn	20953	3.375679104
lệnh	20938	3.375990122
quay	20920	3.376363637
quyền	20843	3.377965089
dẫn	20830	3.378236047
hiện nay	20474	3.385722618
thơ	20443	3.386380689
quảng cáo	20353	3.388296885
chàng	20313	3.389151249
quan	20309	3.389236778
thành phố	20309	3.389236778
gái	20283	3.389793127
thiết bị	20259	3.390307313
ngọc	20236	3.390800647
thuộc	20233	3.390865036
telex	20185	3.391896564
câu	20169	3.392240951
thấp	20160	3.39243479
truyền	20154	3.392564063
cháu	20083	3.394096729
thôi	20077	3.394226498
dương	20071	3.394356307
bắc	20011	3.395656525
cầu	19944	3.397113052
quốc tế	19858	3.398989811
động	19804	3.4001724
khiến	19753	3.401292254
kỳ	19594	3.404802214
bé	19556	3.405645289
bây giờ	19494	3.407024356
đặc biệt	19477	3.407403253
trị	19462	3.407737849
gia	19456	3.40787176
yêu	19416	3.408765554
ghi	19406	3.40898929
hoàng	19209	3.413420561
nguyên	19079	3.416369709
tiến hành	19078	3.416392473
kéo	19067	3.416642951
hôm	19033	3.41741807
trong khi	18992	3.418354616
vài	18968	3.418903776
giao	18912	3.420187858
xác định	18877	3.420992342
thay đổi	18754	3.423831406
xảy	18574	3.428019876
quả	18555	3.428464359
cổ	18535	3.428932727
thiếu	18517	3.429354691
phú	18470	3.430458422
quốc gia	18455	3.430811268
toàn	18440	3.431164401
chí	18427	3.431470682
màu	18340	3.433525986
vợ	18320	3.433999848
thời	18303	3.434403038
cơ sở	18302	3.434426766
quá trình	18283	3.434877858
ký	18255	3.43554348
dịch	18253	3.435591064
sách	18245	3.43578145
làng	18229	3.436162473
quy định	18193	3.437020998
trái	18178	3.437379218
đôi	18153	3.43797691
phát hiện	18132	3.438479607
công an	18104	3.439150776
phạm	18007	3.441483953
bắt đầu	18000	3.441652812
chứ	17900	3.444072286
da	17865	3.444922297
giới	17841	3.445506124
soạn	17841	3.445506124
vị trí	17837	3.445603505
cạnh	17831	3.445749617
hồi	17772	3.447189013
điều tra	17755	3.447604641
đứa	17677	3.449516756
trời	17618	3.450968712
lý	17599	3.451437326
trả	17596	3.451511364
tuần	17591	3.451634789
khối	17585	3.451782945
giám đốc	17572	3.452104123
hồng	17541	3.452870969
quan trọng	17508	3.453688779
kia	17483	3.45430936
đóng	17349	3.45765087
chồng	17328	3.458176878
nhanh	17315	3.458502822
thích	17255	3.460010354
nhờ	17193	3.461573654
dù	17069	3.464717239
điều kiện	17024	3.465863707
rừng	16998	3.466527493
thương	16871	3.469784492
đáng	16855	3.470196561
chính phủ	16850	3.470325412
buổi	16829	3.470867007
thầy	16798	3.471667741
nhằm	16733	3.473351506
kinh doanh	16728	3.473481298
uống	16695	3.474338894
mạng	16618	3.476346563
hoà	16568	3.477655232
nhạc	16566	3.47770766
coi	16554	3.478022367
giang	16551	3.478101079
tỷ	16549	3.478153561
sức	16396	3.482187408
nhà nước	16389	3.482372862
hướng	16373	3.482797056
hàn	16366	3.482982771
dịch vụ	16283	3.485190895
nhất là	16281	3.485244241
hoá	16199	3.487437112
dễ	16145	3.488887268
cửa	16130	3.48929095
bảo vệ	16041	3.491693879
UBND	16031	3.491964703
kinh	16024	3.492154381
nền	15969	3.493647597
to	15969	3.493647597
lập	15957	3.493974072
một cách	15955	3.494028509
biển	15901	3.49550088
châu	15882	3.496020126
nữ	15848	3.496950855
lượng	15785	3.498680731
gửi	15767	3.49917625
miền	15686	3.501413107
công nghệ	15685	3.501440794
dự	15685	3.501440794
trở thành	15666	3.501967195
liên quan	15577	3.504441498
kiếm	15565	3.504776192
bãi	15564	3.504804095
tâm	15554	3.505083223
vô	15554	3.505083223
địa chỉ	15526	3.505865736
phương pháp	15525	3.505893709
quang	15507	3.506397531
thằng	15474	3.507322725
tàu	15473	3.507350792
đơn vị	15447	3.508081171
lão	15407	3.509207235
quận	15401	3.509376397
công việc	15374	3.510138441
xong	15329	3.511411493
vị	15317	3.511751605
rượu	15282	3.512745122
chất	15244	3.513826377
đầy	15228	3.514282449
núi	15195	3.515224613
tần số	15128	3.517143802
tuyến	15107	3.517747088
đỏ	15048	3.519446535
tình	15035	3.519821885
bao giờ	15028	3.520024131
tranh	14994	3.521007811
tập	14980	3.521413504
thể	14974	3.521587489
lâu	14934	3.52274917
mai	14922	3.523098282
đấy	14837	3.525579221
hương	14814	3.526252977
gồm	14807	3.526458241
đại học	14787	3.527045245
áo	14754	3.528015538
điều khiển	14721	3.528988005
đem	14719	3.529047012
chi	14705	3.529460289
cậu	14700	3.529607983
sở	14650	3.531087693
biên	14639	3.531413907
thép	14574	3.533346552
dành	14572	3.533406155
ống	14570	3.533465766
thi công	14564	3.533644647
gió	14550	3.534062324
giá trị	14502	3.535497417
hãy	14488	3.53591688
trách nhiệm	14452	3.536997365
kiện	14426	3.53777939
thương mại	14410	3.538261337
nước ngoài	14405	3.538412055
tình trạng	14313	3.541194646
sớm	14310	3.541285684
đại	14307	3.54137674
giành	14294	3.54177154
nâng	14287	3.541984273
đơn	14274	3.542379625
nhân dân	14263	3.542714435
cung cấp	14237	3.543506832
mày	14161	3.545831395
cơ hội	14071	3.548600354
sóng	14047	3.549341735
tránh	14031	3.549836693
sợ	14029	3.549898602
nội dung	14016	3.550301229
liên	14014	3.550363204
xây	13905	3.553754324
quý	13901	3.553879274
đề nghị	13841	3.555757849
xanh	13818	3.556480129
xử lý	13818	3.556480129
thay	13806	3.556857448
bóng đá	13750	3.558622619
khó khăn	13741	3.558906978
bốn	13717	3.559666179
kim	13715	3.559729505
nổi	13651	3.561760851
thi đấu	13651	3.561760851
dạng	13640	3.562110947
cánh	13634	3.562302028
phong	13629	3.562461326
nối	13628	3.562493193
bác sĩ	13624	3.562620682
ngang	13604	3.563258694
liền	13531	3.565595423
đình	13482	3.567170995
máu	13453	3.568106175
mẫu	13427	3.568946329
ý	13420	3.569172802
chuẩn bị	13410	3.56949654
y	13402	3.569755704
cụ	13375	3.570631527
môn	13371	3.570761429
dần	13365	3.570956354
thành công	13362	3.57105385
pha	13322	3.572355888
xung	13301	3.573041024
kế hoạch	13276	3.573858074
bọn	13257	3.574480061
tiêm	13242	3.574971734
giới thiệu	13238	3.575102941
diễn ra	13237	3.575135749
giải quyết	13171	3.577306568
nặng	13168	3.5774055
phá	13162	3.577603431
ngủ	13156	3.577801453
ảnh hưởng	13153	3.577900497
tội	13146	3.578131689
quân	13135	3.57849524
tài	13132	3.578594443
hãng	13119	3.579024585
đào tạo	13117	3.579090799
rộng	13113	3.579223256
du lịch	13060	3.580982141
lương	13049	3.581348086
trực tiếp	13047	3.581414655
vai	13009	3.582681404
tấn	13000	3.582981965
cuối cùng	12996	3.583115615
lực	12986	3.583449919
phụ nữ	12985	3.583483363
nghề	12938	3.585058171
xuất hiện	12924	3.585528368
chợ	12923	3.585561973
bê tông	12909	3.586032717
giấy	12908	3.586066361
thanh niên	12899	3.586369275
hộ	12825	3.588867944
dũng	12823	3.588935675
quan hệ	12819	3.58907117
sinh viên	12819	3.58907117
thế nào	12790	3.590054773
ca	12754	3.591278905
bao	12748	3.591483263
hắn	12715	3.592608953
trắng	12681	3.593771815
đào	12661	3.594457309
ngõ	12634	3.595384445
tường	12606	3.596348015
tân	12588	3.596968583
the	12582	3.597175637
trông	12573	3.597486402
kiểu	12571	3.597555491
thiên	12538	3.598697052
đau	12535	3.598800979
hát	12529	3.599008908
đà	12507	3.599772168
trả lời	12503	3.599911086
viện	12502	3.599945823
tử	12447	3.601860628
cảnh	12427	3.602559019
địa phương	12419	3.60283869
vẻ	12391	3.60381896
vui	12375	3.60438011
trở lại	12363	3.604801448
tấm	12351	3.605223196
tiêu chuẩn	12346	3.605399045
thực	12285	3.607550157
thực tế	12270	3.608080755
thông	12266	3.608222357
hỗ trợ	12228	3.609569887
thuế	12222	3.609783038
kẻ	12218	3.609925197
biến	12213	3.61010296
đổi	12212	3.610138522
dữ liệu	12212	3.610138522
đánh giá	12205	3.610387534
nghệ thuật	12188	3.610992872
mãi	12164	3.611848906
hợp đồng	12146	3.612492041
chắc	12138	3.612778184
khẳng định	12138	3.612778184
vũ	12134	3.612921327
trình	12123	3.613315212
lãnh đạo	12087	3.614606795
trọng	12057	3.615686057
đừng	12027	3.616768006
chữ	11986	3.618251044
bố	11978	3.618541009
bờ	11967	3.618940026
lo	11959	3.619230452
thành lập	11954	3.619412066
hoàn toàn	11945	3.619739163
thân	11940	3.619920991
tao	11937	3.620030124
tầng	11926	3.620430512
đoạn	11916	3.620794823
cơ	11906	3.621159439
tập trung	11875	3.622291699
bay	11866	3.622620973
thủ	11763	3.62640722
thử	11756	3.62666574
đo	11749	3.626924414
hạ	11742	3.627183241
suốt	11739	3.627294215
trưởng	11730	3.627627305
sắp	11717	3.628108888
phủ	11703	3.628628112
cũ	11683	3.629370941
ngôi	11683	3.629370941
dây	11619	3.631756566
chủ tịch	11603	3.632355025
mười	11601	3.632429891
tối	11593	3.632729482
chi tiết	11588	3.632916831
bức	11574	3.633441839
hùng	11566	3.633742129
tốc độ	11549	3.634380936
hiệu quả	11544	3.634568999
ngoài ra	11536	3.63487007
lối	11533	3.634983025
đổ	11520	3.635472838
thư	11499	3.636265243
nuôi	11488	3.636680891
phục vụ	11485	3.636794318
in	11476	3.637134778
hơi	11468	3.637437633
dầu	11410	3.639639673
mối	11408	3.639715805
bác	11389	3.640439724
lâm	11358	3.641623453
biện pháp	11348	3.64200599
diễn	11347	3.642044263
lá	11341	3.642273967
xuất	11335	3.642503793
trương	11320	3.643078891
mời	11317	3.643194002
môi trường	11310	3.643462713
y tế	11308	3.643539518
án	11268	3.645078479
con người	11227	3.646661595
tiến	11208	3.647397195
cha	11200	3.647707295
tấn công	11190	3.648095231
nhà văn	11173	3.648755519
tim	11169	3.648911027
đồ	11166	3.649027694
giống	11159	3.64930004
giả	11137	3.650157098
đảm bảo	11112	3.651133085
đỗ	11111	3.65117217
khoa học	11078	3.652463957
giao thông	11058	3.653248732
hợp	11018	3.654822549
cầm	11013	3.655019678
nhiệm vụ	11006	3.655295809
sát	11002	3.655453677
tải	10988	3.656006667
chờ	10987	3.656046193
điều trị	10978	3.656402091
thoát	10957	3.657233656
vật	10951	3.657471538
xuất khẩu	10940	3.657907995
song	10932	3.658225694
quê	10924	3.658543626
băng	10895	3.659698083
phố	10892	3.659817685
tiêu	10834	3.662136486
góc	10819	3.662738197
vô địch	10809	3.663139801
bệnh nhân	10761	3.665072686
ý kiến	10758	3.665193777
đồng thời	10742	3.665840169
may	10740	3.665921036
cuốn	10728	3.666406553
dám	10716	3.666892613
đoạt	10694	3.667785138
cắt	10670	3.668760898
tổng	10664	3.669005181
sâu	10600	3.671619452
mưa	10582	3.67235756
hiệp	10571	3.672809245
gà	10554	3.673508228
tiểu	10524	3.674744478
sài	10513	3.675198653
áp dụng	10486	3.676315464
thứ hai	10480	3.676564035
cuộc sống	10452	3.677725916
lĩnh vực	10439	3.67826642
đáp	10428	3.678724295
tỉ	10426	3.678807597
cảnh sát	10408	3.679558034
cá	10397	3.680017273
bệnh viện	10391	3.680267973
khai	10386	3.680476999
ngân hàng	10385	3.680518817
chú	10383	3.680602463
nhà máy	10358	3.681649411
đảo	10357	3.681691341
nguyên nhân	10348	3.682068897
tiên	10345	3.682194822
tuyển	10325	3.683035257
giám sát	10308	3.683750908
nửa	10307	3.683793041
học sinh	10296	3.684256784
phụ	10280	3.684932203
mong	10273	3.685228029
thủ tướng	10264	3.685608674
đối tượng	10256	3.685947305
đàn	10240	3.686625361
cơm	10193	3.688623293
gòn	10166	3.689775212
tạm	10154	3.690288158
virus	10125	3.691530286
cam	10112	3.692088257
chức năng	10101	3.692560946
hẳn	10079	3.693507872
buồn	10072	3.6938096
gã	10072	3.6938096
suy	10063	3.694197845
linh	10062	3.694241004
máy tính	10054	3.694586437
tuy	10017	3.696187644
quan tâm	10001	3.69688189
văn học	9993	3.69722943
tác phẩm	9988	3.697446784
thành viên	9974	3.698055954
đăng ký	9967	3.698360859
quanh	9960	3.698665979
nhân viên	9940	3.699538933
thời điểm	9932	3.699888607
báo cáo	9928	3.700063549
nhập	9926	3.700151047
nghèo	9922	3.700326095
vì vậy	9920	3.700413645
chiến thắng	9888	3.70181686
đua	9856	3.703224623
kg	9855	3.703268689
đài	9842	3.703841957
cảm thấy	9828	3.70446017
tổng thống	9804	3.705522015
sức khoẻ	9796	3.705876541
phó	9776	3.706764125
đen	9771	3.706986304
thăm	9762	3.707386514
cột	9747	3.708054351
cho đến	9737	3.708500147
gọi là	9733	3.708678594
toàn bộ	9709	3.709750816
kịp	9695	3.710377504
lễ	9682	3.710960239
kêu	9667	3.711633599
tư vấn	9649	3.712443011
phần mềm	9614	3.7140212
kết	9606	3.714382735
nhu cầu	9594	3.714925603
hạnh	9566	3.716194941
võ	9540	3.717376943
tạo ra	9519	3.718333991
mắc	9517	3.718425248
điện áp	9516	3.718470884
đề	9468	3.720667068
yên	9459	3.721080092
chứa	9445	3.721723355
nghiệp	9423	3.722736126
nha	9416	3.723058868
thuê	9398	3.723889877
phù hợp	9394	3.724074762
miệng	9385	3.72449104
thể thao	9381	3.724676181
điện ảnh	9342	3.726485454
dựng	9332	3.726950587
việc làm	9331	3.726997128
công nghiệp	9311	3.727928991
hành	9307	3.728115604
hệ	9305	3.72820894
hy vọng	9299	3.72848907
cụ thể	9298	3.728535776
lợi	9288	3.729003111
sai	9270	3.729845583
hiệu	9266	3.730033022
hôm nay	9260	3.730314331
nghỉ	9254	3.730595822
đội tuyển	9235	3.731488418
phóng sự	9227	3.731864797
chia	9215	3.732429978
an ninh	9177	3.734224586
chứng	9161	3.734982434
đảng	9152	3.735409306
nóng	9147	3.735646638
nỗi	9146	3.73569412
khác nhau	9141	3.735931608
an toàn	9124	3.736740041
triển khai	9082	3.73874382
điện thoại	9067	3.739461702
tác dụng	9067	3.739461702
lực lượng	9063	3.739653337
chuyên gia	9052	3.740180772
đại diện	9030	3.741237567
rút	9023	3.74157436
xét	9015	3.741959586
tù	9005	3.7424416
lưng	9003	3.742538067
thông qua	8993	3.743020724
bất	8980	3.743648981
chữa	8980	3.743648981
khán giả	8974	3.743939252
giai đoạn	8963	3.744471921
lạ	8963	3.744471921
lửa	8963	3.744471921
diện tích	8959	3.744665781
ngắn	8954	3.744908227
bữa	8952	3.745005244
chương	8951	3.74505376
trồng	8951	3.74505376
điều chỉnh	8943	3.745442087
hôm qua	8937	3.74573356
cặp	8936	3.745782157
giọng	8936	3.745782157
tưởng	8935	3.745830761
lai	8926	3.746268435
họp	8911	3.746998874
vân	8911	3.746998874
phạt	8887	3.748170137
phường	8882	3.748414549
kinh nghiệm	8878	3.748610177
chấp nhận	8865	3.749246578
bạc	8847	3.75012929
nét	8837	3.750620462
thiết	8815	3.751703001
tết	8786	3.753134119
nghệ	8783	3.753282435
chiếm	8766	3.754123851
khí	8753	3.754768389
thuật	8747	3.755066191
tình yêu	8715	3.756657926
chính sách	8705	3.757156542
cơn	8698	3.757505914
món	8652	3.759808807
tịch	8636	3.760612684
dạy	8633	3.760763577
vẽ	8632	3.760813886
chế độ	8631	3.760864201
sơ đồ	8602	3.762325879
sàn	8601	3.76237637
hữu	8600	3.762426866
vụ án	8568	3.76404586
tiền đạo	8560	3.764451553
kết thúc	8543	3.765314911
số lượng	8543	3.765314911
tờ	8541	3.765416596
vợ chồng	8538	3.765569167
cháy	8489	3.768068784
khoa	8486	3.76822229
mở rộng	8475	3.768785611
cực	8471	3.768990636
giáo	8470	3.769041907
tổ	8464	3.769349663
lịch sử	8449	3.770120007
nghệ sĩ	8419	3.771664808
phối hợp	8419	3.771664808
hạng	8416	3.771819591
chuyên	8407	3.77228427
quán	8407	3.77228427
tố	8405	3.7723876
tính toán	8401	3.772594333
quên	8389	3.773215123
tài chính	8382	3.773577661
sự kiện	8334	3.776071821
thuỷ	8323	3.776645423
thịt	8309	3.777376558
giết	8307	3.777481107
mũi	8302	3.777742588
mặc	8300	3.777847225
vượt	8279	3.778947435
già	8277	3.779052362
khắp	8275	3.779157315
lỗi	8273	3.779262293
dung	8272	3.779314792
hạn	8271	3.779367297
dậy	8255	3.78020824
buộc	8244	3.780787334
diễn viên	8228	3.781631034
hình ảnh	8221	3.782000669
thông báo	8194	3.783429358
con gái	8190	3.783641416
lạnh	8179	3.784225109
trạng thái	8174	3.784490684
căn	8173	3.784543819
cưới	8168	3.784809588
khách hàng	8160	3.785235159
cố	8155	3.785501352
bị cáo	8152	3.785661146
có lẽ	8152	3.785661146
móng	8152	3.785661146
thời sự	8150	3.785767709
tình hình	8150	3.785767709
ca sĩ	8147	3.785927601
cát	8146	3.785980912
bao nhiêu	8128	3.786941622
chức	8114	3.787690314
mã	8112	3.787797375
kém	8108	3.788011577
lượt	8105	3.788172298
thua	8101	3.788386685
cá nhân	8099	3.788493918
đương	8090	3.788976796
đám	8089	3.789030482
bộ phận	8084	3.789299013
thuyền	8077	3.789675235
đón	8072	3.789944164
thuận	8067	3.79021326
đàn ông	8061	3.790536396
có mặt	8054	3.790913692
chủ yếu	8047	3.791291316
dân tộc	8046	3.791345289
chuyến	8045	3.791399269
chiến	8044	3.791453256
tóc	8042	3.791561249
ngoại	8033	3.79204755
hề	8028	3.792317954
hoàn thành	8019	3.792805104
nhẹ	8012	3.793184377
hạt	7997	3.793998221
sáu	7988	3.794487261
